tp,fp,fn,tn,precision,recall,f1,false_positive_rate,fault_events,detected_fault_events,fault_event_recall,split,iforest_ratio_threshold,mahalanobis_ratio_threshold
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.05,0.95
20,0,57,106,1.0,0.2597402597402597,0.4123711340206185,0.0,8,4,0.5,holdout,1.05,1.0
10,1,208,681,0.9090909090909091,0.045871559633027525,0.08733624454148473,0.001466275659824047,21,2,0.09523809523809523,train,1.05,1.0
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.05,1.0
20,0,57,106,1.0,0.2597402597402597,0.4123711340206185,0.0,8,4,0.5,holdout,1.05,1.05
10,1,208,681,0.9090909090909091,0.045871559633027525,0.08733624454148473,0.001466275659824047,21,2,0.09523809523809523,train,1.05,1.05
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.05,1.05
20,0,57,106,1.0,0.2597402597402597,0.4123711340206185,0.0,8,4,0.5,holdout,1.05,1.1
10,0,208,682,1.0,0.045871559633027525,0.08771929824561404,0.0,21,2,0.09523809523809523,train,1.05,1.1
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.05,1.1
20,0,57,106,1.0,0.2597402597402597,0.4123711340206185,0.0,8,4,0.5,holdout,1.05,1.15
9,0,209,682,1.0,0.04128440366972477,0.07929515418502202,0.0,21,2,0.09523809523809523,train,1.05,1.15
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.05,1.15
20,0,57,106,1.0,0.2597402597402597,0.4123711340206185,0.0,8,4,0.5,holdout,1.05,1.2
9,0,209,682,1.0,0.04128440366972477,0.07929515418502202,0.0,21,2,0.09523809523809523,train,1.05,1.2
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.05,1.2
20,0,57,106,1.0,0.2597402597402597,0.4123711340206185,0.0,8,4,0.5,holdout,1.05,1.25
9,0,209,682,1.0,0.04128440366972477,0.07929515418502202,0.0,21,2,0.09523809523809523,train,1.05,1.25
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.05,1.25
20,0,57,106,1.0,0.2597402597402597,0.4123711340206185,0.0,8,4,0.5,holdout,1.05,1.3
8,0,210,682,1.0,0.03669724770642202,0.07079646017699115,0.0,21,2,0.09523809523809523,train,1.05,1.3
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.05,1.3
15,0,62,106,1.0,0.19480519480519481,0.32608695652173914,0.0,8,2,0.25,holdout,1.1,0.8
4,1,214,681,0.8,0.01834862385321101,0.03587443946188341,0.001466275659824047,21,2,0.09523809523809523,train,1.1,0.8
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.1,0.8
15,0,62,106,1.0,0.19480519480519481,0.32608695652173914,0.0,8,2,0.25,holdout,1.1,0.85
4,1,214,681,0.8,0.01834862385321101,0.03587443946188341,0.001466275659824047,21,2,0.09523809523809523,train,1.1,0.85
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.1,0.85
15,0,62,106,1.0,0.19480519480519481,0.32608695652173914,0.0,8,2,0.25,holdout,1.1,0.9
4,1,214,681,0.8,0.01834862385321101,0.03587443946188341,0.001466275659824047,21,2,0.09523809523809523,train,1.1,0.9
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.1,0.9
15,0,62,106,1.0,0.19480519480519481,0.32608695652173914,0.0,8,2,0.25,holdout,1.1,0.95
4,1,214,681,0.8,0.01834862385321101,0.03587443946188341,0.001466275659824047,21,2,0.09523809523809523,train,1.1,0.95
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.1,0.95
15,0,62,106,1.0,0.19480519480519481,0.32608695652173914,0.0,8,2,0.25,holdout,1.1,1.0
4,1,214,681,0.8,0.01834862385321101,0.03587443946188341,0.001466275659824047,21,2,0.09523809523809523,train,1.1,1.0
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.1,1.0
15,0,62,106,1.0,0.19480519480519481,0.32608695652173914,0.0,8,2,0.25,holdout,1.1,1.05
4,1,214,681,0.8,0.01834862385321101,0.03587443946188341,0.001466275659824047,21,2,0.09523809523809523,train,1.1,1.05
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.1,1.05
15,0,62,106,1.0,0.19480519480519481,0.32608695652173914,0.0,8,2,0.25,holdout,1.1,1.1
4,0,214,682,1.0,0.01834862385321101,0.03603603603603604,0.0,21,2,0.09523809523809523,train,1.1,1.1
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.1,1.1
15,0,62,106,1.0,0.19480519480519481,0.32608695652173914,0.0,8,2,0.25,holdout,1.1,1.15
3,0,215,682,1.0,0.013761467889908258,0.027149321266968326,0.0,21,1,0.047619047619047616,train,1.1,1.15
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.1,1.15
15,0,62,106,1.0,0.19480519480519481,0.32608695652173914,0.0,8,2,0.25,holdout,1.1,1.2
3,0,215,682,1.0,0.013761467889908258,0.027149321266968326,0.0,21,1,0.047619047619047616,train,1.1,1.2
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.1,1.2
15,0,62,106,1.0,0.19480519480519481,0.32608695652173914,0.0,8,2,0.25,holdout,1.1,1.25
3,0,215,682,1.0,0.013761467889908258,0.027149321266968326,0.0,21,1,0.047619047619047616,train,1.1,1.25
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.1,1.25
15,0,62,106,1.0,0.19480519480519481,0.32608695652173914,0.0,8,2,0.25,holdout,1.1,1.3
3,0,215,682,1.0,0.013761467889908258,0.027149321266968326,0.0,21,1,0.047619047619047616,train,1.1,1.3
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.1,1.3
2,0,75,106,1.0,0.025974025974025976,0.05063291139240507,0.0,8,1,0.125,holdout,1.15,0.8
1,0,217,682,1.0,0.0045871559633027525,0.0091324200913242,0.0,21,1,0.047619047619047616,train,1.15,0.8
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.15,0.8
2,0,75,106,1.0,0.025974025974025976,0.05063291139240507,0.0,8,1,0.125,holdout,1.15,0.85
1,0,217,682,1.0,0.0045871559633027525,0.0091324200913242,0.0,21,1,0.047619047619047616,train,1.15,0.85
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.15,0.85
2,0,75,106,1.0,0.025974025974025976,0.05063291139240507,0.0,8,1,0.125,holdout,1.15,0.9
1,0,217,682,1.0,0.0045871559633027525,0.0091324200913242,0.0,21,1,0.047619047619047616,train,1.15,0.9
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.15,0.9
2,0,75,106,1.0,0.025974025974025976,0.05063291139240507,0.0,8,1,0.125,holdout,1.15,0.95
1,0,217,682,1.0,0.0045871559633027525,0.0091324200913242,0.0,21,1,0.047619047619047616,train,1.15,0.95
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.15,0.95
2,0,75,106,1.0,0.025974025974025976,0.05063291139240507,0.0,8,1,0.125,holdout,1.15,1.0
1,0,217,682,1.0,0.0045871559633027525,0.0091324200913242,0.0,21,1,0.047619047619047616,train,1.15,1.0
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.15,1.0
2,0,75,106,1.0,0.025974025974025976,0.05063291139240507,0.0,8,1,0.125,holdout,1.15,1.05
1,0,217,682,1.0,0.0045871559633027525,0.0091324200913242,0.0,21,1,0.047619047619047616,train,1.15,1.05
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.15,1.05
2,0,75,106,1.0,0.025974025974025976,0.05063291139240507,0.0,8,1,0.125,holdout,1.15,1.1
1,0,217,682,1.0,0.0045871559633027525,0.0091324200913242,0.0,21,1,0.047619047619047616,train,1.15,1.1
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.15,1.1
2,0,75,106,1.0,0.025974025974025976,0.05063291139240507,0.0,8,1,0.125,holdout,1.15,1.15
1,0,217,682,1.0,0.0045871559633027525,0.0091324200913242,0.0,21,1,0.047619047619047616,train,1.15,1.15
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.15,1.15
2,0,75,106,1.0,0.025974025974025976,0.05063291139240507,0.0,8,1,0.125,holdout,1.15,1.2
1,0,217,682,1.0,0.0045871559633027525,0.0091324200913242,0.0,21,1,0.047619047619047616,train,1.15,1.2
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.15,1.2
2,0,75,106,1.0,0.025974025974025976,0.05063291139240507,0.0,8,1,0.125,holdout,1.15,1.25
1,0,217,682,1.0,0.0045871559633027525,0.0091324200913242,0.0,21,1,0.047619047619047616,train,1.15,1.25
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.15,1.25
2,0,75,106,1.0,0.025974025974025976,0.05063291139240507,0.0,8,1,0.125,holdout,1.15,1.3
1,0,217,682,1.0,0.0045871559633027525,0.0091324200913242,0.0,21,1,0.047619047619047616,train,1.15,1.3
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.15,1.3
0,0,77,106,0.0,0.0,0.0,0.0,8,0,0.0,holdout,1.2,0.8
0,0,218,682,0.0,0.0,0.0,0.0,21,0,0.0,train,1.2,0.8
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.2,0.8
0,0,77,106,0.0,0.0,0.0,0.0,8,0,0.0,holdout,1.2,0.85
0,0,218,682,0.0,0.0,0.0,0.0,21,0,0.0,train,1.2,0.85
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.2,0.85
0,0,77,106,0.0,0.0,0.0,0.0,8,0,0.0,holdout,1.2,0.9
0,0,218,682,0.0,0.0,0.0,0.0,21,0,0.0,train,1.2,0.9
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.2,0.9
0,0,77,106,0.0,0.0,0.0,0.0,8,0,0.0,holdout,1.2,0.95
0,0,218,682,0.0,0.0,0.0,0.0,21,0,0.0,train,1.2,0.95
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.2,0.95
0,0,77,106,0.0,0.0,0.0,0.0,8,0,0.0,holdout,1.2,1.0
0,0,218,682,0.0,0.0,0.0,0.0,21,0,0.0,train,1.2,1.0
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.2,1.0
0,0,77,106,0.0,0.0,0.0,0.0,8,0,0.0,holdout,1.2,1.05
0,0,218,682,0.0,0.0,0.0,0.0,21,0,0.0,train,1.2,1.05
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.2,1.05
0,0,77,106,0.0,0.0,0.0,0.0,8,0,0.0,holdout,1.2,1.1
0,0,218,682,0.0,0.0,0.0,0.0,21,0,0.0,train,1.2,1.1
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.2,1.1
0,0,77,106,0.0,0.0,0.0,0.0,8,0,0.0,holdout,1.2,1.15
0,0,218,682,0.0,0.0,0.0,0.0,21,0,0.0,train,1.2,1.15
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.2,1.15
0,0,77,106,0.0,0.0,0.0,0.0,8,0,0.0,holdout,1.2,1.2
0,0,218,682,0.0,0.0,0.0,0.0,21,0,0.0,train,1.2,1.2
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.2,1.2
0,0,77,106,0.0,0.0,0.0,0.0,8,0,0.0,holdout,1.2,1.25
0,0,218,682,0.0,0.0,0.0,0.0,21,0,0.0,train,1.2,1.25
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.2,1.25
0,0,77,106,0.0,0.0,0.0,0.0,8,0,0.0,holdout,1.2,1.3
0,0,218,682,0.0,0.0,0.0,0.0,21,0,0.0,train,1.2,1.3
0,0,26,143,0.0,0.0,0.0,0.0,3,0,0.0,validation,1.2,1.3
