model,split,n_estimators,max_samples,max_features,bootstrap,threshold_quantile,threshold_value,roc_auc,average_precision,precision,recall,f1,false_positive_rate,predicted_positive_count,true_positive_count,false_positive_count,positive_count,row_count
isolation_forest,validation,600,0.75,0.75,True,0.92,0.511231108402533,0.6322924231420963,0.4563003336912769,1.0,0.025210084033613446,0.04918032786885246,0.0,3,3,0,119,362
isolation_forest,holdout,600,0.75,0.75,True,0.92,0.511231108402533,0.7158989427591969,0.690721581138418,1.0,0.22556390977443608,0.36809815950920244,0.0,30,30,0,133,394
isolation_forest,validation,600,0.75,0.75,True,0.95,0.5234851068730969,0.6322924231420963,0.4563003336912769,0.0,0.0,0.0,0.0,0,0,0,119,362
isolation_forest,holdout,600,0.75,0.75,True,0.95,0.5234851068730969,0.7158989427591969,0.690721581138418,1.0,0.18796992481203006,0.31645569620253167,0.0,25,25,0,133,394
isolation_forest,validation,600,0.75,0.75,True,0.99,0.5490512059269814,0.6322924231420963,0.4563003336912769,0.0,0.0,0.0,0.0,0,0,0,119,362
isolation_forest,holdout,600,0.75,0.75,True,0.99,0.5490512059269814,0.7158989427591969,0.690721581138418,1.0,0.15037593984962405,0.26143790849673204,0.0,20,20,0,133,394
isolation_forest,validation,600,0.75,1.0,False,0.9,0.47710326942645115,0.6711277103433966,0.49927909109882185,0.8571428571428571,0.05042016806722689,0.09523809523809523,0.00411522633744856,7,6,1,119,362
isolation_forest,holdout,600,0.75,1.0,False,0.9,0.47710326942645115,0.7137383689107827,0.6840774620529361,0.925,0.2781954887218045,0.4277456647398844,0.011494252873563218,40,37,3,133,394
isolation_forest,validation,600,0.75,1.0,False,0.92,0.4880525646092212,0.6711277103433966,0.49927909109882185,1.0,0.025210084033613446,0.04918032786885246,0.0,3,3,0,119,362
isolation_forest,holdout,600,0.75,1.0,False,0.92,0.4880525646092212,0.7137383689107827,0.6840774620529361,1.0,0.21052631578947367,0.34782608695652173,0.0,28,28,0,133,394
