candidate_id,split,n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,class_weight,roc_auc,average_precision,precision,recall,f1,false_positive_rate,predicted_positive_count,true_positive_count,false_positive_count,positive_count,row_count
78,validation,260,0.08,7,4,20,1.0,0.95,1.0,1.0,balanced,0.7707604895104896,0.7910936781715823,0.7326732673267327,0.5174825174825175,0.6065573770491803,0.09375,101,74,27,143,431
78,holdout,260,0.08,7,4,20,1.0,0.95,1.0,1.0,balanced,0.5601499673983916,0.3487602817461418,0.3488372093023256,0.1744186046511628,0.23255813953488372,0.1308411214953271,43,15,28,86,300
79,validation,80,0.025,63,3,120,1.0,0.95,0.1,1.0,,0.8226495726495726,0.8030395096762751,0.9545454545454546,0.2937062937062937,0.44919786096256686,0.006944444444444444,44,42,2,143,431
79,holdout,80,0.025,63,3,120,1.0,0.95,0.1,1.0,,0.5115192349489242,0.3462802966134094,0.8571428571428571,0.06976744186046512,0.12903225806451613,0.004672897196261682,7,6,1,86,300
80,validation,80,0.025,7,4,60,0.95,1.0,0.0,2.0,balanced,0.8072066822066821,0.7889543699868065,0.52,0.45454545454545453,0.48507462686567165,0.20833333333333334,125,65,60,143,431
80,holdout,80,0.025,7,4,60,0.95,1.0,0.0,2.0,balanced,0.6620299934796783,0.40043006832825623,0.46511627906976744,0.46511627906976744,0.46511627906976744,0.21495327102803738,86,40,46,86,300
81,validation,260,0.06,5,3,90,0.95,0.65,0.5,0.5,,0.7929050116550117,0.8055361184841632,0.8333333333333334,0.48951048951048953,0.6167400881057269,0.04861111111111111,84,70,14,143,431
81,holdout,260,0.06,5,3,90,0.95,0.65,0.5,0.5,,0.5892197348402521,0.37763473534353603,0.43333333333333335,0.1511627906976744,0.22413793103448276,0.0794392523364486,30,13,17,86,300
82,validation,120,0.025,7,3,90,0.8,1.0,0.5,0.5,,0.7805701243201244,0.7483598609716191,0.9090909090909091,0.34965034965034963,0.5050505050505051,0.017361111111111112,55,50,5,143,431
82,holdout,120,0.025,7,3,90,0.8,1.0,0.5,0.5,,0.594599000217344,0.3971631728081896,0.5652173913043478,0.1511627906976744,0.23853211009174313,0.04672897196261682,23,13,10,86,300
83,validation,400,0.025,5,5,40,0.8,1.0,1.0,0.5,,0.7911324786324787,0.8054388400125236,0.8974358974358975,0.48951048951048953,0.6334841628959276,0.027777777777777776,78,70,8,143,431
83,holdout,400,0.025,5,5,40,0.8,1.0,1.0,0.5,,0.6285046728971964,0.378247299499439,0.4090909090909091,0.10465116279069768,0.16666666666666666,0.06074766355140187,22,9,13,86,300
84,validation,120,0.04,63,4,20,0.8,0.8,0.1,1.0,balanced,0.7753253690753691,0.7790470345278744,0.6134969325153374,0.6993006993006993,0.6535947712418301,0.21875,163,100,63,143,431
84,holdout,120,0.04,63,4,20,0.8,0.8,0.1,1.0,balanced,0.5446098674201261,0.3170760202705409,0.3493975903614458,0.3372093023255814,0.3431952662721893,0.2523364485981308,83,29,54,86,300
85,validation,80,0.04,7,2,40,1.0,0.8,0.0,5.0,,0.784697940947941,0.7826621057515033,1.0,0.3146853146853147,0.4787234042553192,0.0,45,45,0,143,431
85,holdout,80,0.04,7,2,40,1.0,0.8,0.0,5.0,,0.6721364920669419,0.419091493134369,1.0,0.046511627906976744,0.08888888888888889,0.0,4,4,0,86,300
86,validation,400,0.06,11,2,90,0.8,0.95,0.0,1.0,,0.7769279331779331,0.7838985609124879,0.7368421052631579,0.48951048951048953,0.5882352941176471,0.08680555555555555,95,70,25,143,431
86,holdout,400,0.06,11,2,90,0.8,0.95,0.0,1.0,,0.697239730493371,0.48920325436493417,0.5769230769230769,0.3488372093023256,0.43478260869565216,0.102803738317757,52,30,22,86,300
87,validation,120,0.025,11,2,90,0.95,0.65,0.0,2.0,,0.794434731934732,0.7979301275622221,0.975609756097561,0.27972027972027974,0.43478260869565216,0.003472222222222222,41,40,1,143,431
87,holdout,120,0.025,11,2,90,0.95,0.65,0.0,2.0,,0.6144316452945012,0.41575879829037665,0.875,0.08139534883720931,0.14893617021276595,0.004672897196261682,8,7,1,86,300
88,validation,400,0.06,15,-1,120,0.65,0.8,1.0,1.0,,0.749198717948718,0.7464023178322349,0.8148148148148148,0.46153846153846156,0.5892857142857143,0.052083333333333336,81,66,15,143,431
88,holdout,400,0.06,15,-1,120,0.65,0.8,1.0,1.0,,0.5852532058248205,0.38601103923297414,0.25,0.08139534883720931,0.12280701754385964,0.09813084112149532,28,7,21,86,300
89,validation,80,0.04,31,4,90,0.95,1.0,0.0,5.0,,0.8090520590520591,0.82707591938239,0.9365079365079365,0.4125874125874126,0.5728155339805825,0.013888888888888888,63,59,4,143,431
89,holdout,80,0.04,31,4,90,0.95,1.0,0.0,5.0,,0.4503912193001521,0.2962760298821424,0.6666666666666666,0.046511627906976744,0.08695652173913043,0.009345794392523364,6,4,2,86,300
90,validation,180,0.015,11,3,40,1.0,1.0,1.0,5.0,balanced,0.7755196192696193,0.770524358205235,0.42857142857142855,0.4405594405594406,0.43448275862068964,0.2916666666666667,147,63,84,143,431
90,holdout,180,0.015,11,3,40,1.0,1.0,1.0,5.0,balanced,0.4378939361008476,0.26452477463292595,0.3384615384615385,0.2558139534883721,0.2913907284768212,0.20093457943925233,65,22,43,86,300
91,validation,120,0.04,15,4,90,0.95,0.8,0.1,0.5,balanced,0.7547348484848485,0.7728427996404057,0.4883720930232558,0.4405594405594406,0.4632352941176471,0.22916666666666666,129,63,66,143,431
91,holdout,120,0.04,15,4,90,0.95,0.8,0.1,0.5,balanced,0.5232014779395784,0.36503874584992946,0.3918918918918919,0.3372093023255814,0.3625,0.2102803738317757,74,29,45,86,300
92,validation,180,0.04,11,3,60,0.65,0.95,0.5,5.0,balanced,0.7576243201243201,0.7462915937735644,0.5748031496062992,0.5104895104895105,0.5407407407407407,0.1875,127,73,54,143,431
92,holdout,180,0.04,11,3,60,0.65,0.95,0.5,5.0,balanced,0.5516735492284286,0.31904773472427617,0.4383561643835616,0.37209302325581395,0.4025157232704403,0.19158878504672897,73,32,41,86,300
93,validation,260,0.04,11,2,90,1.0,0.65,0.0,5.0,balanced,0.778069153069153,0.7747375942182975,0.4965986394557823,0.5104895104895105,0.503448275862069,0.2569444444444444,147,73,74,143,431
93,holdout,260,0.04,11,2,90,1.0,0.65,0.0,5.0,balanced,0.5698761138882852,0.3364186174735022,0.36585365853658536,0.3488372093023256,0.35714285714285715,0.24299065420560748,82,30,52,86,300
94,validation,400,0.04,31,5,40,0.95,0.65,0.1,0.5,balanced,0.77629662004662,0.7951302321259972,0.7448979591836735,0.5104895104895105,0.6058091286307054,0.08680555555555555,98,73,25,143,431
94,holdout,400,0.04,31,5,40,0.95,0.65,0.1,0.5,balanced,0.5592805911758314,0.3346103272397918,0.41935483870967744,0.3023255813953488,0.35135135135135137,0.16822429906542055,62,26,36,86,300
95,validation,120,0.08,63,5,120,0.8,0.8,0.5,2.0,balanced,0.7483731546231547,0.7629330075450752,0.7311827956989247,0.4755244755244755,0.576271186440678,0.08680555555555555,93,68,25,143,431
95,holdout,120,0.08,63,5,120,0.8,0.8,0.5,2.0,balanced,0.5793305803086286,0.3636690037373943,0.2619047619047619,0.12790697674418605,0.171875,0.14485981308411214,42,11,31,86,300
96,validation,80,0.08,11,5,40,0.65,1.0,0.5,5.0,balanced,0.7542735042735044,0.7655341620561101,0.6422018348623854,0.48951048951048953,0.5555555555555556,0.13541666666666666,109,70,39,143,431
96,holdout,80,0.08,11,5,40,0.65,1.0,0.5,5.0,balanced,0.5479787002825472,0.31500444893206186,0.4,0.32558139534883723,0.358974358974359,0.19626168224299065,70,28,42,86,300
97,validation,180,0.015,5,5,40,0.8,0.65,0.0,2.0,,0.7930992618492618,0.781590942986796,0.7536231884057971,0.36363636363636365,0.49056603773584906,0.059027777777777776,69,52,17,143,431
97,holdout,180,0.015,5,5,40,0.8,0.65,0.0,2.0,,0.6867528798087372,0.403603291944427,0.625,0.11627906976744186,0.19607843137254902,0.028037383177570093,16,10,6,86,300
98,validation,120,0.08,31,3,20,0.65,1.0,0.0,0.5,balanced,0.7685751748251748,0.7610618348562382,0.58125,0.6503496503496503,0.6138613861386139,0.2326388888888889,160,93,67,143,431
98,holdout,120,0.08,31,3,20,0.65,1.0,0.0,0.5,balanced,0.5460226037817866,0.3105691120206472,0.27380952380952384,0.26744186046511625,0.27058823529411763,0.2850467289719626,84,23,61,86,300
99,validation,120,0.015,31,3,90,0.65,0.95,0.1,0.5,balanced,0.7625048562548563,0.7208293202672814,0.3875,0.43356643356643354,0.40924092409240925,0.3402777777777778,160,62,98,143,431
99,holdout,120,0.015,31,3,90,0.65,0.95,0.1,0.5,balanced,0.46767007172353836,0.3215192460360845,0.29069767441860467,0.29069767441860467,0.29069767441860467,0.2850467289719626,86,25,61,86,300
100,validation,260,0.06,7,-1,20,0.65,0.65,0.5,1.0,,0.77248445998446,0.7815780048409748,0.8433734939759037,0.48951048951048953,0.6194690265486725,0.04513888888888889,83,70,13,143,431
100,holdout,260,0.06,7,-1,20,0.65,0.65,0.5,1.0,,0.5965550967181048,0.34350527410484233,0.39215686274509803,0.23255813953488372,0.291970802919708,0.14485981308411214,51,20,31,86,300
101,validation,120,0.04,7,5,90,0.95,0.65,0.5,2.0,,0.7619221056721058,0.7822263741073195,0.8970588235294118,0.42657342657342656,0.5781990521327014,0.024305555555555556,68,61,7,143,431
101,holdout,120,0.04,7,5,90,0.95,0.65,0.5,2.0,,0.5724842425559661,0.33150200041648675,0.47058823529411764,0.09302325581395349,0.1553398058252427,0.04205607476635514,17,8,9,86,300
102,validation,260,0.08,5,-1,120,0.95,0.95,0.1,5.0,,0.7623591686091685,0.7539021162972596,0.7816091954022989,0.4755244755244755,0.591304347826087,0.06597222222222222,87,68,19,143,431
102,holdout,260,0.08,5,-1,120,0.95,0.95,0.1,5.0,,0.6157357096283417,0.38284196655853614,0.34615384615384615,0.10465116279069768,0.16071428571428573,0.0794392523364486,26,9,17,86,300
103,validation,260,0.06,15,-1,120,1.0,0.65,1.0,5.0,,0.7356254856254857,0.735935045614808,0.8783783783783784,0.45454545454545453,0.5990783410138248,0.03125,74,65,9,143,431
103,holdout,260,0.06,15,-1,120,1.0,0.65,1.0,5.0,,0.5391219300152141,0.3412369903335206,0.38461538461538464,0.11627906976744186,0.17857142857142858,0.07476635514018691,26,10,16,86,300
104,validation,260,0.04,31,2,120,0.8,0.8,0.5,2.0,balanced,0.7533750971250971,0.7492629390642922,0.5037593984962406,0.46853146853146854,0.4855072463768116,0.22916666666666666,133,67,66,143,431
104,holdout,260,0.04,31,2,120,0.8,0.8,0.5,2.0,balanced,0.5787328841556184,0.35511651117497933,0.37777777777777777,0.3953488372093023,0.38636363636363635,0.2616822429906542,90,34,56,86,300
105,validation,80,0.025,63,5,60,0.8,1.0,0.1,2.0,,0.8014034576534577,0.8070152855598631,0.7733333333333333,0.40559440559440557,0.5321100917431193,0.059027777777777776,75,58,17,143,431
105,holdout,80,0.025,63,5,60,0.8,1.0,0.1,2.0,,0.5647141925668333,0.3492041152118366,0.6,0.10465116279069768,0.1782178217821782,0.028037383177570093,15,9,6,86,300
106,validation,260,0.025,15,-1,20,0.65,0.65,0.0,0.5,balanced,0.8098290598290597,0.8243157651885814,0.7463768115942029,0.7202797202797203,0.7330960854092526,0.12152777777777778,138,103,35,143,431
106,holdout,260,0.025,15,-1,20,0.65,0.65,0.0,0.5,balanced,0.6018800260812867,0.36400198739730083,0.3670886075949367,0.3372093023255814,0.3515151515151515,0.2336448598130841,79,29,50,86,300
107,validation,260,0.04,11,2,20,1.0,0.8,1.0,2.0,,0.7928564491064491,0.7967622414755394,0.9523809523809523,0.4195804195804196,0.5825242718446602,0.010416666666666666,63,60,3,143,431
107,holdout,260,0.04,11,2,20,1.0,0.8,1.0,2.0,,0.5801456205172788,0.35324429457887085,0.38461538461538464,0.05813953488372093,0.10101010101010101,0.037383177570093455,13,5,8,86,300
108,validation,80,0.08,31,2,20,1.0,1.0,0.5,5.0,,0.781614219114219,0.7897317813500783,0.9615384615384616,0.34965034965034963,0.5128205128205128,0.006944444444444444,52,50,2,143,431
108,holdout,80,0.08,31,2,20,1.0,1.0,0.5,5.0,,0.6246468159095849,0.3704425124530245,0.5,0.03488372093023256,0.06521739130434782,0.014018691588785047,6,3,3,86,300
109,validation,180,0.08,15,4,60,1.0,0.8,0.1,2.0,balanced,0.7832410644910645,0.7995635790585709,0.7254901960784313,0.5174825174825175,0.6040816326530613,0.09722222222222222,102,74,28,143,431
109,holdout,180,0.08,15,4,60,1.0,0.8,0.1,2.0,balanced,0.6300804173005868,0.3796134393343082,0.4107142857142857,0.26744186046511625,0.323943661971831,0.1542056074766355,56,23,33,86,300
110,validation,260,0.08,63,4,40,0.95,0.65,0.0,0.5,,0.773455710955711,0.7949937562957068,0.8235294117647058,0.48951048951048953,0.6140350877192983,0.052083333333333336,85,70,15,143,431
110,holdout,260,0.08,63,4,40,0.95,0.65,0.0,0.5,,0.5992718974136058,0.3611849026579653,0.4186046511627907,0.20930232558139536,0.27906976744186046,0.11682242990654206,43,18,25,86,300
111,validation,120,0.025,31,2,60,0.95,1.0,1.0,2.0,,0.7875509906759907,0.7697610956506464,1.0,0.3006993006993007,0.46236559139784944,0.0,43,43,0,143,431
111,holdout,120,0.025,31,2,60,0.95,1.0,1.0,2.0,,0.6370897630949794,0.40851858418028303,1.0,0.09302325581395349,0.1702127659574468,0.0,8,8,0,86,300
112,validation,80,0.08,11,5,120,0.8,0.65,0.5,5.0,,0.7626991064491064,0.7739145074189909,0.8714285714285714,0.42657342657342656,0.5727699530516432,0.03125,70,61,9,143,431
112,holdout,80,0.08,11,5,120,0.8,0.65,0.5,5.0,,0.5097261464898935,0.3589332643427754,0.47368421052631576,0.10465116279069768,0.17142857142857143,0.04672897196261682,19,9,10,86,300
113,validation,180,0.04,15,5,90,0.8,0.95,0.5,2.0,,0.7661470473970474,0.77398660508186,0.7922077922077922,0.42657342657342656,0.5545454545454546,0.05555555555555555,77,61,16,143,431
113,holdout,180,0.04,15,5,90,0.8,0.95,0.5,2.0,,0.5045642251684417,0.3043613295134503,0.4,0.09302325581395349,0.1509433962264151,0.056074766355140186,20,8,12,86,300
114,validation,180,0.015,11,2,120,0.65,1.0,1.0,5.0,,0.8282099844599845,0.8176166836860035,1.0,0.3076923076923077,0.47058823529411764,0.0,44,44,0,143,431
114,holdout,180,0.015,11,2,120,0.65,1.0,1.0,5.0,,0.6058193870897631,0.4266516807028705,1.0,0.03488372093023256,0.06741573033707865,0.0,3,3,0,86,300
115,validation,120,0.04,11,3,20,0.95,1.0,0.1,0.5,,0.7719745532245532,0.7642731728099996,0.6813186813186813,0.43356643356643354,0.5299145299145299,0.10069444444444445,91,62,29,143,431
115,holdout,120,0.04,11,3,20,0.95,1.0,0.1,0.5,,0.6524125190176049,0.38978813478560803,0.2727272727272727,0.10465116279069768,0.15126050420168066,0.11214953271028037,33,9,24,86,300
116,validation,260,0.04,11,-1,40,0.8,1.0,0.0,0.5,balanced,0.7905254467754469,0.8110679807576908,0.8365384615384616,0.6083916083916084,0.7044534412955465,0.059027777777777776,104,87,17,143,431
116,holdout,260,0.04,11,-1,40,0.8,1.0,0.0,0.5,balanced,0.5897087589654424,0.3720838980172069,0.3939393939393939,0.3023255813953488,0.34210526315789475,0.18691588785046728,66,26,40,86,300
117,validation,260,0.06,31,5,90,0.95,1.0,0.1,2.0,balanced,0.7529380341880342,0.7604185933113322,0.6134453781512605,0.5104895104895105,0.5572519083969466,0.1597222222222222,119,73,46,143,431
117,holdout,260,0.06,31,5,90,0.95,1.0,0.1,2.0,balanced,0.5630841121495327,0.33836474323489973,0.17857142857142858,0.11627906976744186,0.14084507042253522,0.21495327102803738,56,10,46,86,300
118,validation,260,0.015,7,3,40,0.8,0.65,0.1,0.5,balanced,0.7529380341880343,0.7213866493188548,0.45714285714285713,0.44755244755244755,0.45229681978798586,0.2638888888888889,140,64,76,143,431
118,holdout,260,0.015,7,3,40,0.8,0.65,0.1,0.5,balanced,0.5788958921973484,0.3350370007504415,0.425,0.3953488372093023,0.40963855421686746,0.21495327102803738,80,34,46,86,300
119,validation,120,0.015,63,-1,120,0.95,0.65,0.5,5.0,balanced,0.7242375679875679,0.6644023911050275,0.5230769230769231,0.4755244755244755,0.4981684981684982,0.2152777777777778,130,68,62,143,431
119,holdout,120,0.015,63,-1,120,0.95,0.65,0.5,5.0,balanced,0.5397739621821344,0.32955542968572704,0.36363636363636365,0.32558139534883723,0.34355828220858897,0.22897196261682243,77,28,49,86,300
120,validation,260,0.06,31,2,120,0.65,0.95,1.0,2.0,balanced,0.7573572261072261,0.7385845545777243,0.53125,0.4755244755244755,0.5018450184501845,0.20833333333333334,128,68,60,143,431
120,holdout,260,0.06,31,2,120,0.65,0.95,1.0,2.0,balanced,0.6019886981091067,0.38237964055503715,0.4125,0.38372093023255816,0.39759036144578314,0.21962616822429906,80,33,47,86,300
121,validation,120,0.06,63,2,90,0.8,0.65,0.0,5.0,balanced,0.7744633838383838,0.7741304056692246,0.44966442953020136,0.46853146853146854,0.4589041095890411,0.2847222222222222,149,67,82,143,431
121,holdout,120,0.06,63,2,90,0.8,0.65,0.0,5.0,balanced,0.569604433818735,0.330013647429999,0.41836734693877553,0.47674418604651164,0.44565217391304346,0.26635514018691586,98,41,57,86,300
122,validation,400,0.06,5,2,60,0.8,0.8,0.0,2.0,balanced,0.7714403651903651,0.7675079413272559,0.6323529411764706,0.6013986013986014,0.6164874551971327,0.1736111111111111,136,86,50,143,431
122,holdout,400,0.06,5,2,60,0.8,0.8,0.0,2.0,balanced,0.5761247554879374,0.3479351411419028,0.36486486486486486,0.313953488372093,0.3375,0.21962616822429906,74,27,47,86,300
123,validation,400,0.015,63,-1,60,0.65,0.65,0.0,5.0,balanced,0.7673368298368298,0.7731278450519483,0.625,0.48951048951048953,0.5490196078431373,0.14583333333333334,112,70,42,143,431
123,holdout,400,0.015,63,-1,60,0.65,0.65,0.0,5.0,balanced,0.6116061725711801,0.3544207065659008,0.4393939393939394,0.3372093023255814,0.3815789473684211,0.17289719626168223,66,29,37,86,300
124,validation,400,0.025,7,2,90,0.8,1.0,1.0,2.0,,0.7912781662781663,0.7947050157473958,0.8970588235294118,0.42657342657342656,0.5781990521327014,0.024305555555555556,68,61,7,143,431
124,holdout,400,0.025,7,2,90,0.8,1.0,1.0,2.0,,0.5873179743534014,0.34898500152071654,0.4444444444444444,0.046511627906976744,0.08421052631578947,0.02336448598130841,9,4,5,86,300
125,validation,80,0.025,15,2,120,0.65,0.8,1.0,5.0,balanced,0.8113466394716394,0.7921667780251714,0.41818181818181815,0.4825174825174825,0.44805194805194803,0.3333333333333333,165,69,96,143,431
125,holdout,80,0.025,15,2,120,0.65,0.8,1.0,5.0,balanced,0.6430123886111716,0.43355166403218287,0.4803921568627451,0.5697674418604651,0.5212765957446809,0.24766355140186916,102,49,53,86,300
126,validation,120,0.025,7,4,90,0.65,0.95,1.0,2.0,balanced,0.7396804584304584,0.7359490764196877,0.43448275862068964,0.4405594405594406,0.4375,0.2847222222222222,145,63,82,143,431
126,holdout,120,0.025,7,4,90,0.65,0.95,1.0,2.0,balanced,0.4938600304281678,0.321340703418712,0.2876712328767123,0.2441860465116279,0.2641509433962264,0.24299065420560748,73,21,52,86,300
127,validation,400,0.04,11,5,40,0.65,0.8,0.5,2.0,balanced,0.7691579254079254,0.7738882220349425,0.7058823529411765,0.5034965034965035,0.5877551020408164,0.10416666666666667,102,72,30,143,431
127,holdout,400,0.04,11,5,40,0.65,0.8,0.5,2.0,balanced,0.5494457726581178,0.3421832820975852,0.4153846153846154,0.313953488372093,0.3576158940397351,0.17757009345794392,65,27,38,86,300
128,validation,80,0.015,63,3,40,0.8,1.0,0.5,5.0,,0.8675577894327895,0.8394839218840443,1.0,0.32867132867132864,0.49473684210526314,0.0,47,47,0,143,431
128,holdout,80,0.015,63,3,40,0.8,1.0,0.5,5.0,,0.6683601391001956,0.4982061640336868,1.0,0.09302325581395349,0.1702127659574468,0.0,8,8,0,86,300
129,validation,400,0.025,63,-1,60,0.8,1.0,0.1,5.0,,0.7736256798756799,0.7907444175781082,0.9714285714285714,0.4755244755244755,0.6384976525821596,0.006944444444444444,70,68,2,143,431
129,holdout,400,0.025,63,-1,60,0.8,1.0,0.1,5.0,,0.5627037600521625,0.3186401600148787,0.21428571428571427,0.06976744186046512,0.10526315789473684,0.102803738317757,28,6,22,86,300
130,validation,120,0.06,15,5,60,0.65,0.8,0.5,0.5,balanced,0.7650058275058275,0.7892002063413056,0.6909090909090909,0.5314685314685315,0.6007905138339921,0.11805555555555555,110,76,34,143,431
130,holdout,120,0.06,15,5,60,0.65,0.8,0.5,0.5,balanced,0.5869919582699413,0.3367706282308608,0.35,0.2441860465116279,0.2876712328767123,0.1822429906542056,60,21,39,86,300
131,validation,180,0.015,63,5,90,0.65,0.95,0.5,5.0,,0.7715860528360529,0.8005368395603195,0.9454545454545454,0.36363636363636365,0.5252525252525253,0.010416666666666666,55,52,3,143,431
131,holdout,180,0.015,63,5,90,0.65,0.95,0.5,5.0,,0.5499347967833079,0.3394779920941998,0.7,0.08139534883720931,0.14583333333333334,0.014018691588785047,10,7,3,86,300
132,validation,120,0.04,7,-1,40,0.95,0.95,0.5,2.0,,0.7747668997668998,0.7687779172864694,0.9193548387096774,0.3986013986013986,0.5560975609756098,0.017361111111111112,62,57,5,143,431
132,holdout,120,0.04,7,-1,40,0.95,0.95,0.5,2.0,,0.6187785264073028,0.35683627948321595,0.5714285714285714,0.13953488372093023,0.22429906542056074,0.04205607476635514,21,12,9,86,300
133,validation,80,0.025,31,-1,40,0.65,0.8,0.5,5.0,,0.7817356254856255,0.7923013600695235,0.7538461538461538,0.34265734265734266,0.47115384615384615,0.05555555555555555,65,49,16,143,431
133,holdout,80,0.025,31,-1,40,0.65,0.8,0.5,5.0,,0.5654205607476636,0.35279941699419304,0.5,0.09302325581395349,0.1568627450980392,0.037383177570093455,16,8,8,86,300
134,validation,120,0.015,31,4,120,0.65,0.95,1.0,5.0,,0.8061140248640248,0.7779527095569003,0.9782608695652174,0.3146853146853147,0.47619047619047616,0.003472222222222222,46,45,1,143,431
134,holdout,120,0.015,31,4,120,0.65,0.95,1.0,5.0,,0.4933166702890676,0.33439060954787947,1.0,0.05813953488372093,0.10989010989010989,0.0,5,5,0,86,300
135,validation,400,0.08,63,5,20,0.65,1.0,0.1,0.5,,0.7818084693084694,0.7957713831330125,0.8152173913043478,0.5244755244755245,0.6382978723404256,0.059027777777777776,92,75,17,143,431
135,holdout,400,0.08,63,5,20,0.65,1.0,0.1,0.5,,0.5305368398174309,0.32560458620082233,0.3055555555555556,0.12790697674418605,0.18032786885245902,0.11682242990654206,36,11,25,86,300
136,validation,260,0.015,11,-1,90,0.65,0.95,0.5,5.0,balanced,0.7562160062160063,0.762506104458566,0.48091603053435117,0.4405594405594406,0.45985401459854014,0.2361111111111111,131,63,68,143,431
136,holdout,260,0.015,11,-1,90,0.65,0.95,0.5,5.0,balanced,0.5005433601391003,0.3068325432603666,0.2727272727272727,0.1744186046511628,0.2127659574468085,0.18691588785046728,55,15,40,86,300
137,validation,400,0.06,63,4,120,0.95,0.8,0.5,2.0,balanced,0.7431526806526807,0.752908935474843,0.7010309278350515,0.4755244755244755,0.5666666666666667,0.10069444444444445,97,68,29,143,431
137,holdout,400,0.06,63,4,120,0.95,0.8,0.5,2.0,balanced,0.6125298848076506,0.4031881642462431,0.45454545454545453,0.29069767441860467,0.3546099290780142,0.14018691588785046,55,25,30,86,300
138,validation,260,0.08,15,5,20,0.95,0.8,0.0,5.0,,0.7826097513597513,0.8080352647208234,0.9342105263157895,0.4965034965034965,0.6484018264840182,0.017361111111111112,76,71,5,143,431
138,holdout,260,0.08,15,5,20,0.95,0.8,0.0,5.0,,0.549989132797218,0.33128483000424097,0.2962962962962963,0.09302325581395349,0.1415929203539823,0.08878504672897196,27,8,19,86,300
139,validation,120,0.06,15,4,90,1.0,0.95,0.5,5.0,,0.7719988344988344,0.7732127909602216,0.8805970149253731,0.4125874125874126,0.5619047619047619,0.027777777777777776,67,59,8,143,431
139,holdout,120,0.06,15,4,90,1.0,0.95,0.5,5.0,,0.5791675722668985,0.35456680349306025,0.5,0.09302325581395349,0.1568627450980392,0.037383177570093455,16,8,8,86,300
140,validation,120,0.015,31,-1,20,1.0,0.95,0.5,5.0,balanced,0.796474358974359,0.8032139610362765,0.556390977443609,0.5174825174825175,0.5362318840579711,0.2048611111111111,133,74,59,143,431
140,holdout,120,0.015,31,-1,20,1.0,0.95,0.5,5.0,balanced,0.5759617474462074,0.31746066250539107,0.43010752688172044,0.46511627906976744,0.44692737430167595,0.24766355140186916,93,40,53,86,300
141,validation,260,0.04,63,3,120,0.95,0.95,1.0,1.0,balanced,0.7699349261849262,0.7766440590590484,0.6153846153846154,0.5034965034965035,0.5538461538461539,0.15625,117,72,45,143,431
141,holdout,260,0.04,63,3,120,0.95,0.95,1.0,1.0,balanced,0.5707998261247555,0.33830744070220764,0.38095238095238093,0.27906976744186046,0.3221476510067114,0.1822429906542056,63,24,39,86,300
142,validation,180,0.06,15,5,120,1.0,0.8,0.5,1.0,,0.743006993006993,0.7453551027676061,0.7948717948717948,0.43356643356643354,0.5610859728506787,0.05555555555555555,78,62,16,143,431
142,holdout,180,0.06,15,5,120,1.0,0.8,0.5,1.0,,0.5894370788958923,0.37978209555848064,0.45454545454545453,0.11627906976744186,0.18518518518518517,0.056074766355140186,22,10,12,86,300
143,validation,180,0.015,31,-1,20,0.95,0.65,0.0,2.0,balanced,0.8064782439782441,0.8133439066235981,0.6560509554140127,0.7202797202797203,0.6866666666666666,0.1875,157,103,54,143,431
143,holdout,180,0.015,31,-1,20,0.95,0.65,0.0,2.0,balanced,0.5646598565529233,0.3224123035006624,0.3695652173913043,0.3953488372093023,0.38202247191011235,0.27102803738317754,92,34,58,86,300
144,validation,400,0.08,5,-1,90,0.95,0.95,0.5,1.0,,0.7650058275058276,0.7681749388300718,0.7701149425287356,0.46853146853146854,0.5826086956521739,0.06944444444444445,87,67,20,143,431
144,holdout,400,0.08,5,-1,90,0.95,0.95,0.5,1.0,,0.600032601608346,0.36024339869075206,0.32142857142857145,0.10465116279069768,0.15789473684210525,0.08878504672897196,28,9,19,86,300
145,validation,400,0.08,63,-1,20,1.0,1.0,1.0,0.5,,0.7814928127428128,0.8006119489331796,0.8035714285714286,0.6293706293706294,0.7058823529411765,0.0763888888888889,112,90,22,143,431
145,holdout,400,0.08,63,-1,20,1.0,1.0,1.0,0.5,,0.616333405781352,0.3535896293127303,0.35,0.16279069767441862,0.2222222222222222,0.12149532710280374,40,14,26,86,300
146,validation,260,0.04,15,3,90,0.65,0.8,1.0,5.0,balanced,0.7465763403263403,0.7478018657345519,0.5,0.46853146853146854,0.48375451263537905,0.2326388888888889,134,67,67,143,431
146,holdout,260,0.04,15,3,90,0.65,0.8,1.0,5.0,balanced,0.48837209302325585,0.3045138469388087,0.2641509433962264,0.16279069767441862,0.2014388489208633,0.1822429906542056,53,14,39,86,300
147,validation,180,0.04,15,2,120,0.8,1.0,0.1,1.0,balanced,0.7670940170940171,0.7720103350975693,0.45985401459854014,0.4405594405594406,0.45,0.2569444444444444,137,63,74,143,431
147,holdout,180,0.04,15,2,120,0.8,1.0,0.1,1.0,balanced,0.5947076722451642,0.38563954178308624,0.4111111111111111,0.43023255813953487,0.42045454545454547,0.24766355140186916,90,37,53,86,300
148,validation,80,0.06,63,4,20,0.65,1.0,0.0,5.0,,0.7831925019425019,0.793548015761184,0.855072463768116,0.4125874125874126,0.5566037735849056,0.034722222222222224,69,59,10,143,431
