split,model_key,n,mae,rmse,r2,spearman,pre_fault_count,precision@10,recall@10,ndcg@10,precision@20,recall@20,ndcg@20,precision@50,recall@50,ndcg@50,precision@100,recall@100,ndcg@100,precision@R,recall@R,ndcg@R,action_threshold,tp,fp,fn,tn,action_precision,action_recall,action_f1,action_specificity,action_rate,split_strategy,sampling_strategy,selected_action_threshold,best_iteration,selection_score,train_rows_effective
validation,expanded_lgbm_02,401,29.545300970685933,31.931348512920458,0.11029019853562194,0.5281086879085345,107,1.0,0.09345794392523364,1.0,0.95,0.17757009345794392,0.9446725601410886,0.72,0.3364485981308411,0.7612715059535509,0.53,0.4953271028037383,0.6279258401620067,0.5420560747663551,0.5420560747663551,0.6498100986871264,33.75,91,114,5,191,0.44390243902439025,0.9479166666666666,0.6046511627906976,0.6262295081967213,0.5112219451371571,split_regime_based,event_balanced,33.75,11,1.725698424511207,1784
validation,expanded_lgbm_01,401,28.90132055124235,32.481761435528774,0.0793533019992202,0.5628456774105637,107,1.0,0.09345794392523364,1.0,0.85,0.1588785046728972,0.876278408885195,0.72,0.3364485981308411,0.7535477387715546,0.59,0.5514018691588785,0.6726847478127483,0.5700934579439252,0.5700934579439252,0.670712736024091,44.5,87,102,9,203,0.4603174603174603,0.90625,0.6105263157894737,0.6655737704918033,0.4713216957605985,split_regime_based,substation_balanced,44.5,21,1.7995298301514142,1784
validation,expanded_lgbm_06,401,30.573348615156238,32.74947798382201,0.06411471487060894,0.5284726194236117,107,1.0,0.09345794392523364,0.9625843997293264,1.0,0.18691588785046728,0.9648581742718496,0.58,0.27102803738317754,0.6671229613994252,0.61,0.5700934579439252,0.6829371724483346,0.5887850467289719,0.5887850467289719,0.6807196621314209,27.5,96,149,0,156,0.39183673469387753,1.0,0.563049853372434,0.5114754098360655,0.6109725685785536,split_regime_based,substation_balanced,27.5,9,1.738265615779632,1784
validation,expanded_lgbm_04,401,30.311173069560503,32.64569891285147,0.07003672781965864,0.48642741175550563,107,1.0,0.09345794392523364,0.9750562664862176,1.0,0.18691588785046728,0.9594027749993121,0.68,0.3177570093457944,0.7576800947685018,0.46,0.42990654205607476,0.6143487977461862,0.4485981308411215,0.4485981308411215,0.6192864287298155,36.75,90,114,6,191,0.4411764705882353,0.9375,0.6,0.6262295081967213,0.5087281795511222,split_regime_based,substation_balanced,36.75,14,1.637010513711018,1784
validation,expanded_lgbm_03,401,30.664436865029817,32.84300809065605,0.058761442045739964,0.46812385666070594,107,1.0,0.09345794392523364,0.9527867690829914,1.0,0.18691588785046728,0.9439855561830249,0.64,0.29906542056074764,0.7283295604277364,0.46,0.42990654205607476,0.6066793663829811,0.4392523364485981,0.4392523364485981,0.6002525537875859,36.25,96,141,0,164,0.4050632911392405,1.0,0.5765765765765766,0.5377049180327869,0.5910224438902744,split_regime_based,substation_balanced,36.25,13,1.5829517498824561,1784
validation,expanded_lgbm_05,401,30.1940233846896,32.516108088375105,0.07740526411960824,0.4510537457386486,107,1.0,0.09345794392523364,0.9750562664862176,1.0,0.18691588785046728,0.9723207182744849,0.62,0.2897196261682243,0.722942211088345,0.4,0.37383177570093457,0.5699119666397819,0.4392523364485981,0.4392523364485981,0.5987082580390342,36.5,96,139,0,166,0.4085106382978723,1.0,0.5800604229607251,0.5442622950819672,0.5860349127182045,split_regime_based,substation_balanced,36.5,12,1.5471836498421216,1784
validation,expanded_lgbm_02,401,30.336220198123943,32.597905624756514,0.07275766623424162,0.3766420878963354,107,1.0,0.09345794392523364,0.9677719561143527,1.0,0.18691588785046728,0.953656506603631,0.5,0.2336448598130841,0.6409792731287898,0.36,0.3364485981308411,0.5201666203912124,0.3644859813084112,0.3644859813084112,0.5298014499787742,33.5,96,142,0,163,0.40336134453781514,1.0,0.5748502994011977,0.5344262295081967,0.5935162094763092,split_regime_based,substation_balanced,33.5,9,1.4326638826472433,1784
validation,expanded_lgbm_05,401,31.798008116496376,39.53511441592401,-0.3638916017755618,0.5192242063770105,107,1.0,0.09345794392523364,0.8470382920332599,0.9,0.16822429906542055,0.7738083267594511,0.68,0.3177570093457944,0.690295940955302,0.55,0.514018691588785,0.6481299134857251,0.5514018691588785,0.5514018691588785,0.6609290405585855,53.5,87,92,9,213,0.4860335195530726,0.90625,0.6327272727272727,0.6983606557377049,0.4463840399002494,split_regime_based,combined_context_weighted,53.5,305,1.771995560146909,1784
validation,expanded_lgbm_01,401,31.389121642896253,39.35789342784035,-0.3516913856863648,0.49727759932849674,107,0.9,0.08411214953271028,0.8891659808840398,0.7,0.1308411214953271,0.7067071717898368,0.68,0.3177570093457944,0.7063574929529344,0.5,0.4672897196261682,0.6192731127517795,0.5046728971962616,0.5046728971962616,0.6297959610591563,56.5,80,76,16,229,0.5128205128205128,0.8333333333333334,0.6349206349206349,0.7508196721311475,0.38902743142144636,split_regime_based,combined_context_weighted,56.5,892,1.7143511008225611,1784
validation,expanded_lgbm_03,401,30.74443085766653,39.67143551135896,-0.3733134915514229,0.4771881934860561,107,0.8,0.07476635514018691,0.8354545068478808,0.6,0.11214953271028037,0.6570525862759626,0.7,0.32710280373831774,0.7103479643688234,0.54,0.5046728971962616,0.6438456186765025,0.5420560747663551,0.5420560747663551,0.6538655896025412,62.25,63,53,33,252,0.5431034482758621,0.65625,0.5943396226415094,0.8262295081967214,0.2892768079800499,split_regime_based,combined_context_weighted,62.25,900,1.6971797042551753,1784
validation,expanded_lgbm_04,401,39.60840671330494,44.23308801116642,-0.7072942363921713,0.489799069497746,107,1.0,0.09345794392523364,1.0,0.85,0.1588785046728972,0.8548129518738461,0.72,0.3364485981308411,0.7704587213080109,0.55,0.514018691588785,0.6668753337115216,0.5233644859813084,0.5233644859813084,0.656419910345793,63.5,51,30,45,275,0.6296296296296297,0.53125,0.5762711864406779,0.9016393442622951,0.20199501246882792,split_regime_based,combined_context_weighted,63.5,23,1.6597940932619704,1784
validation,expanded_lgbm_06,401,30.852442614669688,39.41910227485576,-0.35589891807962637,0.4792287275503704,107,0.9,0.08411214953271028,0.8798866646723202,0.8,0.14953271028037382,0.7544834583682138,0.64,0.29906542056074764,0.6796938154610517,0.52,0.48598130841121495,0.6327459082295983,0.5046728971962616,0.5046728971962616,0.6315212007432892,56.75,74,82,22,223,0.47435897435897434,0.7708333333333334,0.5873015873015872,0.7311475409836066,0.38902743142144636,split_regime_based,combined_context_weighted,56.75,708,1.6594319723095627,1784
validation,expanded_lgbm_02,401,32.62960121420219,41.70001711837537,-0.5173519310724377,0.4356371505594018,107,0.6,0.056074766355140186,0.6711370333690742,0.6,0.11214953271028037,0.610815794034644,0.56,0.2616822429906542,0.5822639287002054,0.46,0.42990654205607476,0.5535352536479154,0.4485981308411215,0.4485981308411215,0.5538691805790589,44.25,92,126,4,179,0.42201834862385323,0.9583333333333334,0.5859872611464969,0.5868852459016394,0.543640897755611,split_regime_based,combined_context_weighted,44.25,421,1.5391887657684922,1784
validation,expanded_lgbm_05,401,29.601123815633258,38.49899850297781,-0.2933400294916382,0.5004676927025328,107,0.9,0.08411214953271028,0.8589145760042639,0.7,0.1308411214953271,0.6992846576684776,0.66,0.308411214953271,0.6696608244156879,0.58,0.5420560747663551,0.662926672712994,0.5607476635514018,0.5607476635514018,0.6611215143751877,59.0,75,68,21,237,0.5244755244755245,0.78125,0.6276150627615062,0.7770491803278688,0.3566084788029925,split_regime_based,combined_context_resampled,59.0,887,1.7814141435840347,3122
validation,expanded_lgbm_03,401,30.011869577524973,39.44182192252313,-0.3574623440064624,0.5030117191124165,107,0.6,0.056074766355140186,0.669496853272964,0.65,0.12149532710280374,0.6349813995387782,0.62,0.2897196261682243,0.6294836780856028,0.54,0.5046728971962616,0.6170826000880203,0.5327102803738317,0.5327102803738317,0.6278102833359043,55.25,84,87,12,218,0.49122807017543857,0.875,0.6292134831460674,0.7147540983606557,0.42643391521197005,split_regime_based,combined_context_resampled,55.25,895,1.7341985719887598,3122
validation,expanded_lgbm_06,401,30.731087411243045,40.13451730606592,-0.4055617933873368,0.4665282432519876,107,0.7,0.06542056074766354,0.7636059873718133,0.55,0.102803738317757,0.6368226526077319,0.56,0.2616822429906542,0.6017486631380072,0.52,0.48598130841121495,0.6088368070161895,0.5233644859813084,0.5233644859813084,0.6195567873111832,56.75,76,86,20,219,0.4691358024691358,0.7916666666666666,0.5891472868217054,0.7180327868852459,0.40399002493765584,split_regime_based,combined_context_resampled,56.75,900,1.6475437228309586,3122
validation,expanded_lgbm_04,401,36.88262047546127,42.63781353072778,-0.5863671465078883,0.4876018605867968,107,0.5,0.04672897196261682,0.6489315753318466,0.5,0.09345794392523364,0.5762636022944153,0.56,0.2616822429906542,0.5783477278180164,0.47,0.4392523364485981,0.556781489903506,0.4766355140186916,0.4766355140186916,0.5684599518375413,60.0,85,82,11,223,0.5089820359281437,0.8854166666666666,0.6463878326996197,0.7311475409836066,0.4164588528678304,split_regime_based,combined_context_resampled,60.0,35,1.6430164286570328,3122
validation,expanded_lgbm_01,401,32.21185384522379,41.015894832392576,-0.4679735717489386,0.4533855787264239,107,0.8,0.07476635514018691,0.7952937878053121,0.65,0.12149532710280374,0.6536131321620333,0.58,0.27102803738317754,0.603543056884252,0.48,0.4485981308411215,0.571606110307715,0.4672897196261682,0.4672897196261682,0.5745150998199011,57.0,80,96,16,209,0.45454545454545453,0.8333333333333334,0.5882352941176471,0.6852459016393443,0.4389027431421446,split_regime_based,combined_context_resampled,57.0,539,1.5781955106684333,3122
validation,expanded_lgbm_02,401,31.11000496876443,41.109402260049876,-0.47467453010235205,0.43355298320649516,107,0.8,0.07476635514018691,0.8426834866211902,0.6,0.11214953271028037,0.6683471043975814,0.46,0.21495327102803738,0.5462374068177617,0.43,0.40186915887850466,0.5239069358187691,0.4392523364485981,0.4392523364485981,0.5391720941893695,55.25,79,89,17,216,0.47023809523809523,0.8229166666666666,0.5984848484848485,0.7081967213114754,0.41895261845386533,split_regime_based,combined_context_resampled,55.25,884,1.5305806520852065,3122
